Xa,Ya,Za,Xgr,Ygr,Zgr,Xma,Yma,Zma,Temp
Initialising
-9.77,-54.69,1033.2,-3.0,13.13,0.31,22.05,20.55,371.25,31.19
-24.41,-31.25,1054.69,7.12,-3.18,3.01,22.35,19.95,370.2,31.14
Destination:,0,1.7
Initialising
17.58,-82.03,1053.71,3.13,0.04,-9.44,-58.95,76.65,-129.45,32.44
-19.04,-70.31,995.61,-0.09,5.34,-2.05,-58.8,77.25,-130.5,32.58
-6.35,-69.82,997.07,5.32,7.36,-1.6,-58.95,77.55,-128.7,32.25
-20.51,-61.52,1024.9,-1.0,1.48,-5.4,-58.95,77.1,-129.9,32.58
14.65,-92.29,1018.55,-0.96,2.15,-6.4,-59.4,77.85,-129.45,32.29
11.23,-70.8,1016.6,1.05,3.46,-1.94,-58.8,76.95,-130.8,32.58
-12.7,-65.43,991.7,0.43,3.16,2.47,-60.15,76.65,-127.95,32.73
-14.65,-68.85,1008.79,-1.03,1.65,1.59,-59.25,76.2,-130.05,32.39
0.98,-65.43,1035.16,-0.47,1.08,-0.42,-60.9,79.2,-130.5,32.39
-13.18,-60.55,1012.7,4.88,1.11,-6.06,-58.95,76.35,-129.9,32.58
Start
23.93,-32.71,1026.37,-0.6,1.2,3.02,-57.3,78.6,-129.45,32.39
-15.14,-24.41,1018.55,-2.51,3.32,2.27,-58.95,78.3,-129.15,32.39
-20.51,-110.84,1092.77,-4.63,-3.49,3.66,-60.0,78.45,-129.6,32.25
-98.14,-105.47,971.19,10.15,14.47,21.27,-58.65,77.1,-128.25,32.44
21.48,-118.65,1071.78,8.4,-1.65,11.76,-58.8,77.25,-129.3,32.73
-40.04,-26.37,944.82,0.15,1.97,7.61,-57.3,80.1,-129.15,32.58
-71.29,10.25,1010.25,1.03,-0.69,-7.76,-57.3,78.6,-128.7,32.63
-35.64,-60.55,1063.96,-0.79,7.82,-27.68,-59.25,78.75,-128.1,32.63
74.71,-95.21,1121.09,-8.25,-0.43,-13.89,-58.8,79.2,-129.6,32.63
10.74,-14.65,1011.23,2.05,4.91,8.65,-59.4,78.6,-128.7,32.63
-24.9,-13.18,967.77,-1.46,4.43,18.01,-57.75,79.05,-129.9,32.58
-4.88,46.39,1027.34,6.01,0.24,31.72,-58.2,79.05,-128.25,32.73
-8.79,72.27,989.75,6.89,5.79,32.24,-57.75,79.05,-128.25,32.63
-29.79,77.64,1018.55,0.21,7.72,26.31,-58.2,80.1,-128.7,32.53
-50.29,53.22,1045.41,-3.13,5.54,15.61,-56.25,78.0,-129.3,32.58
-22.46,50.29,1043.46,-4.69,7.02,7.78,-56.55,79.35,-129.9,32.73
35.16,-2.93,1105.96,-13.85,2.88,10.11,-56.55,79.35,-130.2,32.29
30.76,13.67,1011.72,-4.02,0.94,11.3,-56.1,76.65,-128.25,32.58
-6.84,-6.35,953.12,-1.18,5.01,8.27,-54.9,79.05,-130.2,32.44
29.79,18.07,1012.7,3.95,-0.11,4.6,-54.75,78.0,-128.85,32.44
-35.16,4.39,967.29,5.51,0.08,-9.09,-55.05,78.75,-130.05,32.25
-49.8,-13.67,1001.46,4.3,-0.8,-15.67,-54.45,79.05,-127.5,32.29
-54.69,6.35,1038.57,2.05,3.92,-26.23,-57.6,79.2,-129.3,32.29
-71.78,-61.52,1023.44,3.45,5.5,-23.99,-55.35,78.3,-129.9,32.29
27.83,-0.98,1103.03,1.69,-3.14,-13.12,-57.0,80.1,-129.15,32.58
83.5,37.6,1020.51,-3.68,16.8,-6.37,-57.75,78.6,-128.7,32.44
73.73,39.55,1015.14,-0.92,1.83,-5.08,-56.1,82.05,-128.7,32.39
67.38,81.54,1060.55,-6.48,-10.84,-0.03,-57.6,80.7,-128.55,32.58
16.11,102.05,998.54,-4.96,4.66,-1.88,-55.65,77.85,-128.25,32.58
29.3,36.62,1002.44,-5.07,6.5,-3.82,-54.9,78.6,-128.7,32.82
Destination:,-1.5,0.2
Initialising
3.25,-1.98,-53.7,76.35,-130.65,32.44
-26.86,-54.2,1047.36,2.71,-0.96,-5.3,-54.45,75.6,-128.7,320022.38,-25.33,-10.2,-51.6,79.8,-130.95,32.25
-26.37,-23.93,1012.21,10.05,-7.23,8.19,-45.3,82.65,-129.6,32.1
56.64,2.44,1062.99,-1.69,4.56,4.26,-45.6,83.4,-128.55,31.91
-2.44,-21.97,1021.48,-9.51,-1.18,5.11,-45.0,84.75,-129.45,32.1
-9.77,8.79,1044.92,-4.21,7.85,-1.62,-44.85,84.15,-127.8,32.01
-19.53,0.98,1023.93,0.57,-2.21,3.6,-44.4,82.2,-129.3,32.25
-9.77,-8.3,1003.91,5.59,-6.62,3.55,-43.95,83.85,-128.85,32.06
-21.0,-10.74,1002.44,2.14,7.9,-3.35,-45.6,81.9,-128.1,31.72
13.18,-10.25,1033.69,3.18,2.47,-1.24,-45.0,83.55,-129.45,32.06
Start
8.3,-11.23,1024.9,-3.44,1.21,2.05,-46.65,83.55,-127.5,32.1
3.42,-28.81,996.09,-1.85,4.92,0.47,-46.95,84.9,-128.55,32.25
-42.97,-54.69,1040.53,14.05,2.08,1.85,-45.6,85.35,-128.85,32.06
-106.45,-11.23,1037.6,5.41,10.79,-1.01,-46.05,85.65,-128.1,32.39
-49.32,20.02,1066.89,-0.68,6.82,-8.98,-47.7,84.6,-128.1,32.1
-99.61,-7.81,1035.64,0.05,-4.84,6.45,-44.25,86.25,-128.25,32.06
-107.42,30.76,1021.97,2.97,12.23,14.18,-46.5,86.4,-128.1,31.91
-121.58,75.68,994.14,-4.93,7.64,26.0,-43.2,88.05,-128.55,32.25
-126.95,80.08,974.61,-4.23,20.56,35.92,-43.2,87.6,-127.35,31.91
-100.1,162.6,1144.53,10.01,-2.79,52.85,-43.65,89.85,-128.55,32.39
58.11,213.38,1195.31,-10.1,-8.09,39.92,-42.75,91.05,-129.3,32.1
33.69,145.51,1018.55,20.53,15.16,9.35,-40.95,91.65,-129.9,32.25
-41.5,197.27,961.91,-4.44,-5.57,1.98,-40.8,93.75,-129.3,32.1
-79.1,168.46,922.85,2.96,8.18,-3.26,-40.8,93.0,-129.3,32.1
-87.89,196.78,968.75,-8.23,1.11,-7.27,-40.05,92.7,-128.25,32.1
18.07,90.82,1071.78,-16.4,2.63,1.95,-40.05,90.45,-129.15,32.06
52.25,118.65,1058.11,-6.27,-22.02,10.27,-42.45,90.3,-128.85,31.91
-12.7,181.64,1011.72,-6.79,2.2,43.2,-41.7,93.15,-128.25,31.86
-35.64,168.95,970.7,3.6,1.08,-2.95,-44.7,91.95,-127.5,32.01
73.73,116.7,974.61,1.02,-19.34,-18.69,-43.8,91.95,-126.75,31.91
18.07,58.11,951.66,9.82,-3.34,10.08,-44.85,91.35,-126.6,31.86
93.75,225.1,1045.41,9.12,-6.64,15.36,-46.05,93.3,-128.1,32.01
18.07,151.86,1067.38,-26.37,52.41,13.55,-43.05,91.2,-126.75,31.91
20.02,81.54,1055.66,7.31,13.07,30.81,-41.7,91.95,-126.75,32.01
-58.11,158.2,1026.86,-1.8,-5.29,32.16,-40.05,92.4,-129.45,32.1
-15.14,19.53,1011.72,18.4,17.92,29.56,-43.35,93.15,-127.95,32.1
-56.15,64.45,984.37,-22.71,-11.47,24.59,-40.35,94.05,-130.5,32.1
-23.44,0.0,984.86,-34.95,9.21,-5.02,-41.55,93.3,-128.1,32.2
-25.39,-10.74,1023.44,7.79,6.66,4.0,-41.4,90.45,-128.25,32.1
1.46,95.21,1052.25,38.6,-10.19,-5.13,-42.45,93.3,-128.55,31.86
Destination:,-0.9,-1.6
Initialising
-43.05,89.7,-126.75,31.67
-6.35,-19.04,1014.16,-10.92,2.19,1.89,-44.85,88.8,-128.1,31.86
51.0,94.05,-129.3,31.48
66.41,-58.11,1026.86,2.14,4.95,10.76,-59.4,92.4,-128.7,31.67
43.95,-45.41,1027.34,-0.18,5.11,13.56,-57.0,90.45,-128.25,31.58
65.43,-35.16,1040.53,-12.56,15.26,28.99,-58.8,91.35,-129.6,31.72
0.98,-76.17,999.51,-7.62,6.72,-4.86,-57.3,90.45,-126.0,31.72
22.46,-83.01,1009.77,1.51,-4.79,-4.97,-58.35,89.85,-127.35,31.67
10.25,-81.05,1036.62,3.89,2.88,1.02,-59.4,90.45,-127.5,31.77
9.28,-59.57,1010.25,18.04,8.66,7.64,-57.0,89.7,-127.95,31.58
Start
11.23,125.0,1073.73,16.93,6.27,-10.53,-58.65,91.95,-128.25,31.58
44.43,64.94,979.98,22.08,-0.73,18.18,-59.85,92.7,-128.7,31.48
12.7,187.99,1028.32,39.14,3.27,35.89,-60.6,95.1,-129.15,31.53
-43.46,207.52,1009.77,-12.39,7.0,25.47,-60.6,96.9,-130.65,31.38
-27.34,80.08,1033.69,31.23,7.38,-19.95,-59.55,95.55,-127.8,31.58
-15.63,219.73,980.96,45.58,-35.53,-24.6,-62.7,97.8,-131.4,31.53
39.55,156.25,1064.45,-25.19,33.86,37.7,-62.85,97.95,-128.55,31.38
-91.8,160.16,943.85,-28.18,31.47,53.16,-58.65,95.4,-130.2,31.91
1.46,185.55,1053.71,-51.34,12.6,71.4,-58.65,93.45,-129.45,31.53
-53.71,195.31,1146.48,20.02,14.94,42.5,-60.0,94.05,-130.5,31.67
-27.34,-13.67,1040.53,-49.74,41.2,66.7,-58.2,93.45,-129.9,31.58
-9.28,5.37,989.26,-49.39,3.86,55.71,-57.9,91.8,-129.3,31.72
-115.23,99.12,910.64,-12.5,1.34,111.67,-57.3,89.7,-127.95,31.72
-104.98,60.06,983.4,27.16,-9.18,27.14,-56.1,90.15,-129.9,31.72
-255.37,200.68,1082.03,-27.7,28.89,81.15,-58.35,89.85,-128.55,31.67
-45.9,13.67,1099.61,-35.22,11.6,61.52,-58.2,88.5,-126.75,31.86
-173.34,60.06,1073.24,6.28,-17.14,43.01,-56.1,85.5,-127.2,31.58
-239.26,80.57,972.66,-6.08,-3.69,1.1,-56.7,85.65,-128.55,31.67
-211.43,18.07,1033.2,70.21,-23.72,-101.59,-58.95,87.45,-130.65,31.72
-321.78,134.77,937.01,8.41,49.42,38.61,-56.25,92.25,-128.55,31.67
-233.89,68.85,985.84,-26.96,50.02,61.63,-52.65,89.85,-128.1,31.58
-354.49,93.26,985.84,-28.35,-8.89,93.64,-52.05,87.45,-126.45,31.72
-205.57,-69.82,1049.8,13.32,-11.6,48.56,-53.1,84.6,-129.6,31.72
-121.58,-88.87,1042.48,-12.37,-12.92,41.45,-53.1,84.15,-128.55,31.53
-235.84,60.55,969.24,-37.67,-16.49,65.49,-54.45,83.55,-129.15,31.67
-115.23,69.34,1016.6,21.77,-6.05,45.85,-55.95,83.4,-131.25,31.34
-173.34,23.44,1019.53,-13.4,18.43,34.63,-54.0,84.75,-128.7,31.53
-79.59,17.58,1022.95,12.92,12.41,61.51,-52.65,85.35,-128.55,31.38
-77.64,77.64,996.09,-11.51,3.71,49.63,-53.25,83.55,-130.2,31.34
-116.21,97.66,1027.83,-13.49,-2.58,48.58,-50.85,81.3,-129.9,31.53
Destination:,1.3,0.8
Initialising
53.7,77.1,-131.4,31.53
22.46,-97.66,927.25,6.81,1.82,-2.4,-51.15,79.35,-130.95,31.72
79.1,12.14,4.73,-54.9,91.2,-128.25,31.53
-61.04,-7.32,1025.88,-4.47,-4.52,-2.47,-59.55,84.9,-129.3,31.38
-39.55,0.0,1041.5,-0.43,8.76,8.29,-59.85,84.3,-127.2,31.67
-94.24,-36.13,983.89,-4.37,6.71,3.03,-59.4,84.75,-127.5,31.48
-88.87,-36.13,1037.6,-4.6,-4.19,-1.03,-60.15,83.25,-128.7,31.38
-78.61,-16.6,1048.34,-6.02,-5.05,1.6,-59.25,84.15,-128.1,31.38
-61.04,-54.69,1002.93,-3.22,-4.0,-5.11,-58.8,84.6,-126.9,31.38
-54.2,-43.46,1023.93,1.02,-0.15,3.27,-61.05,83.55,-128.7,31.38
Start
-91.8,-70.31,1021.48,-2.05,-5.47,7.11,-59.25,85.35,-130.5,31.24
-87.89,-126.46,1012.21,4.9,2.27,12.24,-60.0,84.9,-128.1,31.53
-91.31,-59.57,1017.09,-1.63,-4.81,26.53,-58.8,84.15,-128.85,31.53
-123.54,-147.46,975.59,-5.38,15.76,25.74,-59.4,83.55,-128.25,31.48
-126.95,-95.21,1048.34,5.56,-16.58,19.15,-59.25,82.95,-128.1,31.53
-133.79,-91.31,973.63,11.64,17.66,11.77,-58.95,84.0,-128.25,31.19
-172.85,-27.83,1028.81,5.52,-10.48,10.08,-59.55,84.9,-127.8,31.14
-157.71,-80.57,1036.62,-0.32,23.27,5.34,-59.4,84.3,-127.95,31.24
-170.9,-65.92,1029.3,-13.46,-2.34,-11.44,-55.95,85.65,-128.55,31.14
-98.63,0.98,1081.54,5.27,6.77,-27.31,-56.55,84.3,-127.95,31.48
-94.24,36.13,1060.06,-6.79,35.89,-10.24,-57.15,85.35,-128.55,31.53
-148.44,-1.95,1009.77,-9.69,16.44,-17.95,-54.9,82.5,-129.15,31.48
-180.18,-18.07,881.84,11.79,-12.78,-26.37,-55.5,84.6,-128.1,31.53
-180.66,-9.77,964.36,12.02,-0.02,-16.89,-57.3,84.3,-129.45,31.53
-199.22,10.74,1060.06,-3.43,23.24,0.27,-55.5,86.4,-128.55,31.34
-302.73,-59.57,1030.76,-10.01,66.7,16.57,-53.85,84.6,-128.55,31.38
-261.72,-13.67,1042.48,-2.63,-18.35,3.5,-52.2,84.6,-128.1,31.53
-185.06,0.98,1052.25,11.82,-26.65,-7.97,-54.0,85.5,-129.45,31.38
-133.3,-54.2,972.66,1.84,7.89,10.36,-53.4,84.15,-129.6,31.34
-201.17,36.13,947.27,-4.13,-4.21,0.31,-53.4,85.35,-129.3,31.38
-222.66,36.62,967.29,1.56,12.33,-16.74,-53.7,84.75,-129.15,31.38
-284.18,-21.97,1034.18,6.95,10.16,-35.18,-53.1,85.35,-128.85,31.38
-161.62,75.2,1177.25,4.13,-47.1,-31.89,-52.8,85.05,-128.25,31.38
-155.27,34.18,980.96,-1.1,-1.12,-18.06,-53.7,85.95,-128.7,31.38
-96.19,40.04,1006.35,3.85,-10.76,-14.61,-55.95,86.1,-129.3,31.38
-70.8,47.85,989.26,-1.71,9.02,-4.73,-54.75,85.65,-130.5,31.48
-88.87,60.06,995.61,-7.45,19.2,-11.51,-53.7,86.25,-129.45,31.38
-83.98,92.29,1011.23,8.92,-25.79,-18.34,-52.8,86.25,-128.7,31.48
-118.65,-34.67,1094.24,4.05,2.94,-19.89,-55.65,87.0,-130.2,31.38
-194.82,-81.05,1002.44,-4.69,13.59,16.73,-54.75,88.05,-130.05,31.48
Destination:,-1,2
Initialising
7.1,-61.05,86.25,-130.2,31.24
-40.53,-53.22,1034.67,-0.77,3.27,10.66,-60.15,87.45,-129.9,31.24
-129.6,31.14
19.04,-142.58,1007.32,6.63,-1.24,-3.2,-63.15,78.3,-129.9,31.48
30.76,-165.53,986.82,0.5,4.69,3.47,-62.25,78.3,-128.7,31.24
16.6,-145.02,1005.86,1.2,2.79,0.95,-64.35,78.3,-130.65,31.14
16.6,-121.09,1019.53,-2.16,-0.78,2.99,-63.3,78.45,-130.5,31.38
8.79,-159.67,1019.53,0.25,0.61,-0.57,-62.85,79.2,-130.05,31.38
30.76,-156.74,1005.37,-0.64,1.59,1.14,-63.75,78.75,-128.85,31.14
32.71,-142.09,1020.02,-0.92,0.38,2.53,-63.75,78.75,-129.3,31.14
Start
65.43,-104.49,1014.16,3.79,5.82,0.26,-64.5,79.95,-131.25,31.24
49.32,-125.0,1018.55,-0.9,-1.05,0.51,-64.05,79.65,-131.55,31.19
56.64,-124.02,1042.97,-0.53,-4.04,5.15,-63.9,80.1,-130.2,31.38
50.78,-128.42,989.75,40.96,2.59,7.31,-64.05,79.95,-129.6,31.24
87.89,132.32,1004.39,63.01,5.82,6.58,-64.5,87.15,-130.8,31.19
57.13,169.92,1064.45,112.15,42.61,0.89,-62.85,89.55,-130.5,31.14
-117.19,378.42,874.51,173.51,29.61,7.03,-58.65,100.05,-132.6,31.38
-130.37,685.55,855.47,-3.82,45.0,49.28,-56.25,111.6,-138.9,31.14
-154.3,695.31,533.2,159.39,63.44,-39.1,-52.65,115.5,-142.5,31.38
-275.88,909.18,403.32,75.27,-16.74,38.38,-51.15,119.85,-148.05,31.38
-137.7,946.29,219.24,188.28,1.38,10.09,-50.85,126.0,-160.35,31.34
-195.31,999.02,-4.88,73.74,-19.34,-23.65,-54.0,125.25,-172.05,31.58
-213.38,1021.97,-286.62,144.83,-12.77,-4.85,-52.5,125.55,-180.45,31.38
-273.44,886.72,-393.07,163.22,-9.69,-14.76,-49.8,122.4,-188.1,31.14
-231.93,622.56,-685.55,204.11,22.81,-30.11,-48.75,116.85,-196.8,31.14
-221.19,327.15,-888.18,82.57,45.67,-9.8,-50.1,106.35,-206.25,31.19
-167.97,192.87,-1073.73,94.74,41.19,2.73,-53.25,98.55,-211.5,31.14
-21.48,-37.11,-994.14,185.12,67.28,-9.1,-58.2,84.75,-213.75,31.14
-33.2,-307.13,-917.48,186.49,9.69,-8.57,-60.9,76.5,-210.9,31.14
45.41,-566.89,-844.24,178.43,-7.42,-9.31,-61.65,66.9,-208.8,31.05
-35.64,-736.82,-433.59,167.02,45.29,-59.4,-63.3,54.75,-200.4,31.34
316.41,-1034.67,-327.64,146.53,79.33,-75.02,-69.0,50.1,-189.15,31.24
268.07,-826.17,-14.65,101.12,37.98,7.92,-72.45,49.2,-178.65,31.24
279.79,-1084.47,43.95,96.87,45.53,-15.53,-73.8,48.9,-173.55,31.19
262.21,-940.92,293.46,73.32,23.36,6.73,-72.15,49.65,-163.5,31.34
250.0,-846.19,305.66,-15.62,13.63,-19.1,-72.75,51.3,-160.2,31.14
248.54,-913.57,259.77,41.36,35.27,-13.58,-74.85,50.1,-159.9,31.14
289.06,-886.23,468.26,136.92,17.07,13.7,-73.95,51.0,-155.25,31.38
221.68,-805.66,729.98,5.05,13.94,-0.7,-72.15,57.3,-146.55,31.19
173.34,-785.64,550.29,1.89,-8.6,38.32,-72.75,56.7,-146.7,31.38
Destination:,0,0
Initialising
-95.7,-96.68,1010.74,-3.53,1.3,-0.34,-58.2,79.8,-126.75,30.86
-85.45,-78.12,1022.95,-3.02,1.81,3.98,-58.35,79.95,-127.8,30.67
-85.45,-81.54,1018.07,-0.46,3.4,0.89,-57.3,81.3,-127.95,30.95
-84.47,-90.33,1015.14,-1.73,0.69,-0.15,-57.15,78.75,-125.85,30.71
-84.47,-79.1,1028.81,-0.88,1.06,0.5,-58.2,80.55,-127.2,30.95
-105.47,-86.43,1007.81,0.59,4.62,0.14,-57.9,79.65,-127.35,30.86
-110.35,-80.57,1011.72,0.5,1.42,-0.99,-55.95,81.15,-127.8,30.95
-96.19,-91.8,1030.27,-0.72,0.22,0.15,-58.95,80.1,-126.75,30.86
-84.96,-72.75,1042.97,-2.02,3.44,-0.97,-58.2,79.35,-126.45,31.05
-85.94,-86.43,1020.51,-8.32,1.4,-1.73,-56.55,80.55,-126.45,30.81
Start
-97.66,-99.61,1013.67,-12.59,1.5,-11.53,-57.75,79.35,-127.5,30.86
-61.04,-132.81,1044.43,10.77,2.63,-7.88,-56.55,78.3,-126.45,31.0
-94.24,-128.42,1020.51,8.41,-4.96,-6.81,-57.3,79.05,-126.45,30.86
-122.07,-169.43,1024.9,18.11,-3.44,-0.08,-57.6,80.7,-126.6,31.0
-148.93,-231.45,1037.11,13.37,-1.28,1.5,-58.95,82.05,-127.95,31.0
-330.08,-40.04,939.94,-8.39,-12.56,4.36,-55.5,82.65,-126.15,31.0
-224.12,18.07,963.87,2.66,3.89,7.88,-58.8,82.95,-125.85,31.19
-128.91,-87.89,1005.86,48.31,6.17,0.91,-57.9,81.15,-126.15,30.81
-82.52,-190.43,1087.89,-10.15,13.04,-19.05,-57.75,83.55,-126.45,30.86
26.37,-145.02,1271.97,-33.63,-20.76,-29.44,-60.15,85.05,-125.25,30.95
-194.82,1.95,850.59,0.64,15.85,13.12,-58.2,84.3,-126.75,30.86
-32.23,50.78,1136.72,4.46,-4.57,10.63,-60.0,84.9,-126.6,30.67
12.7,43.46,1045.9,5.95,11.31,-19.26,-58.95,83.25,-125.55,30.81
-187.5,-55.66,948.24,0.66,12.73,-41.01,-58.2,85.5,-126.0,30.67
-115.72,-4.88,1024.41,16.08,16.73,-46.65,-55.95,86.4,-126.6,30.86
-140.62,54.69,1205.08,-17.07,-5.93,-62.76,-54.75,86.85,-126.15,30.86
-152.34,230.96,989.26,5.56,4.61,-50.15,-54.75,84.9,-125.4,30.81
-106.93,-67.38,901.86,-50.5,-15.35,-55.01,-55.05,84.15,-126.9,30.95
-75.68,-80.08,950.2,-27.98,-4.4,-49.47,-56.55,84.0,-126.0,31.14
-145.02,-120.61,925.78,-1.44,-3.64,-36.26,-56.1,85.95,-127.95,30.95
-151.86,-133.3,942.87,-4.96,9.02,-31.42,-57.6,85.35,-127.35,30.81
-3.42,-199.71,1306.15,9.09,-10.53,-24.49,-57.6,86.4,-126.9,31.0
-33.2,-20.51,1115.72,-12.89,-23.07,-11.31,-57.9,87.6,-127.35,30.95
9.28,-22.95,1021.97,-14.89,-9.27,-20.24,-57.3,87.45,-126.45,30.67
-49.8,-145.02,1000.49,-18.72,5.85,-43.06,-57.9,88.35,-125.85,30.86
-95.21,-110.35,1002.44,-22.04,21.93,-44.76,-55.65,89.7,-127.5,31.14
-110.35,-59.08,1078.61,-24.2,38.79,-43.37,-54.75,88.05,-126.6,31.05
-54.69,108.89,1152.83,-15.59,-8.03,-37.44,-54.0,88.2,-125.55,30.71
-104.0,5.37,925.78,0.63,15.21,6.16,-53.85,86.4,-126.9,30.81
-70.31,64.94,1135.25,14.66,-0.21,41.61,-53.7,84.0,-127.5,30.81
Destination:,-1.7,0.8
Initialising
0.53,7.73,-57.9,83.4,-126.15,31.0
-60.06,-89.84,1061.52,-6.5,-0.88,5.83,-58.95,83.55,-126.75,81.45,-127.8,30.95
-127.44,-65.92,1016.11,-1.75,2.37,-2.85,-57.15,79.65,-126.15,30.86
-110.84,-68.85,1028.32,-4.13,1.87,-3.64,-55.65,80.55,-126.45,30.81
-121.58,-62.5,1027.34,-0.61,2.37,2.39,-56.25,76.95,-127.35,30.86
-125.98,-83.01,1040.53,-1.24,3.48,-0.52,-57.15,80.7,-126.15,30.86
-104.49,-75.68,1020.51,-2.9,3.6,-0.34,-57.15,79.95,-127.35,30.95
-115.23,-68.85,1007.81,0.41,0.08,-0.95,-57.75,79.05,-127.2,30.86
-114.75,-77.15,1015.62,-3.26,-2.5,-1.89,-56.55,78.6,-127.2,30.67
-98.14,-82.03,1011.23,-1.52,1.08,-1.52,-55.65,79.35,-126.0,30.86
Start
-127.93,-81.05,1027.34,-1.76,-0.15,-2.53,-57.6,79.65,-127.35,30.86
-126.95,-83.98,988.77,-0.41,-1.91,0.56,-57.3,79.05,-126.75,30.71
-149.9,-81.54,1031.25,-1.29,-0.97,1.05,-56.1,79.05,-127.2,30.62
-110.84,-72.27,1031.74,-3.99,2.65,2.4,-57.0,78.6,-126.75,30.86
-132.32,-35.16,1219.73,23.31,7.82,2.53,-56.1,79.35,-127.95,30.71
-46.88,-143.07,1257.32,-69.72,-21.95,3.34,-55.95,79.65,-127.35,30.86
94.24,-195.8,953.12,1.66,80.02,-17.56,-55.35,75.15,-127.2,30.86
-341.31,-129.88,1128.42,37.79,50.98,-59.11,-45.45,73.65,-129.45,30.67
-23.44,54.69,1021.97,58.38,4.19,-53.89,-47.7,78.45,-126.15,30.81
-165.04,1.95,868.16,24.92,-27.89,-43.24,-50.55,78.0,-126.6,30.81
-209.47,-68.36,895.51,-7.21,15.54,-36.36,-51.6,80.85,-126.0,30.95
-224.61,30.76,1010.74,17.79,12.09,-32.44,-52.2,83.85,-125.4,30.71
-95.21,-54.2,1126.46,-4.24,-51.44,-17.07,-52.2,85.35,-126.9,31.05
-110.35,-342.29,972.66,-74.19,8.36,-28.18,-54.45,80.55,-126.0,30.95
-248.54,-31.25,1036.13,49.02,17.87,-4.89,-53.4,79.65,-126.6,30.67
-198.24,-270.02,1028.32,-8.69,8.24,-23.25,-53.4,81.15,-126.15,31.0
-58.11,-156.74,982.42,-10.95,32.27,-30.82,-53.7,81.3,-126.75,30.81
-92.77,-166.5,948.73,-2.51,2.62,-32.55,-53.25,83.25,-125.55,31.0
-161.62,-192.87,902.83,1.63,8.81,-33.69,-52.8,81.75,-125.55,31.05
-167.48,-284.18,1034.18,12.8,-8.4,-20.22,-52.5,82.05,-126.0,30.67
-145.51,-235.35,929.2,-18.28,23.76,-71.3,-54.3,81.9,-125.1,31.05
-264.65,-285.16,1046.88,13.62,6.81,-52.56,-53.1,82.2,-124.2,30.81
-173.83,-186.04,953.12,2.37,7.29,-44.22,-52.5,84.0,-124.05,31.05
-161.62,-200.68,941.89,28.36,22.54,-21.5,-51.15,84.75,-124.05,30.62
-77.15,-252.44,1111.33,18.08,-8.81,-21.96,-50.4,87.0,-123.3,30.81
-206.54,-265.62,991.21,21.57,14.54,4.69,-52.8,87.0,-124.05,30.81
-285.16,-249.02,999.51,32.97,16.55,-37.96,-51.0,89.55,-123.45,30.95
-47.85,-321.78,1054.2,9.29,-29.68,-86.79,-50.55,91.05,-124.2,30.62
-146.48,-443.36,877.44,15.15,7.33,-85.73,-51.0,90.3,-125.4,30.62
-210.45,-406.74,1096.68,9.97,-19.95,-67.78,-50.1,93.0,-123.45,30.81
Destination:,0,-1.7
Initialising
-51.15,93.45,-124.5,31.0
-25.88,-61.04,980.96,-7.08,-5.19,0.78,-52.8,93.9,-125.25,30.86
-20.02003
-77.64,-103.03,1027.34,1.0,-0.8,-1.22,-53.4,88.8,-125.1,30.62
-85.45,-95.7,1014.65,-2.85,2.52,-0.53,-53.25,90.15,-124.5,30.71
-62.5,-111.82,1012.7,-2.01,-1.85,3.38,-52.8,89.25,-125.25,30.71
-87.89,-114.26,1039.06,-0.21,3.63,-0.95,-55.35,90.9,-124.8,30.62
-76.17,-96.68,1022.46,0.25,2.19,-0.43,-53.7,88.5,-126.0,30.81
-80.57,-110.84,1003.91,-2.74,1.63,-3.07,-54.75,90.3,-126.15,30.28
-77.15,-92.77,1023.44,0.04,1.29,-1.21,-54.3,89.1,-126.15,30.62
Start
-89.36,-91.8,1026.86,-1.89,0.88,1.72,-54.0,89.25,-126.45,30.67
-81.54,-76.66,1018.55,-0.99,3.7,-1.02,-54.45,88.2,-125.55,30.71
-37.6,-145.02,1185.06,26.26,4.85,-9.47,-53.7,90.45,-126.45,30.71
-245.12,-30.27,1069.82,36.71,-17.29,-14.37,-55.65,90.9,-126.75,30.62
-141.11,-45.41,1014.65,-20.51,-23.16,18.41,-53.85,89.1,-126.6,30.62
-250.49,64.45,1011.23,-6.93,-25.01,20.03,-55.95,89.1,-124.65,30.62
-165.04,-21.48,1077.64,-8.78,-17.44,34.37,-57.75,87.45,-126.0,30.33
-109.37,-62.5,1224.61,4.46,4.0,69.34,-58.95,87.45,-126.0,30.67
95.21,-80.08,1076.17,44.56,-5.74,63.69,-60.0,86.85,-126.15,30.67
96.19,-117.19,1131.35,49.13,-20.68,22.15,-57.9,88.35,-124.2,30.52
-205.08,-16.11,786.62,-18.9,-12.31,28.38,-59.55,90.3,-126.15,30.81
-11.23,-125.49,969.73,17.62,18.36,27.86,-61.2,88.05,-126.15,30.62
-81.54,-134.77,1055.66,8.3,4.76,45.44,-60.0,86.4,-124.65,30.81
-51.76,-109.37,1125.98,27.48,-7.06,46.05,-58.95,88.2,-124.8,30.62
57.13,-262.21,955.08,1.81,5.0,46.77,-60.15,88.5,-124.8,30.67
80.08,-84.47,1172.36,6.9,-2.85,26.38,-59.85,88.95,-127.2,30.67
